SUPL,PLANT,S.DOCK,COMP,PLANT,DOCK,Production Routing,PART #,T/C FROM(UNL),T/C TO (UNL),PART DESC,Life Cycle Code,Team Member,Model Name,ORD Method,BvsC REF,KBN,QTY /CONT,V.SHARE FLG[SYS L/O DATE BASIS],V.SHARE VALUE,PC DELIV,PC SAFETY,LS DELIV,LS SAFTY,Safety(PCS),Packaging Type,Part PCS Weight(g),PACK QTY/CONT,Latest Physical Inventory DTE & Time,Create User,Create Date Time,Update User,Update Date Time,V.SHARE GROUP
5004,1,   ,807D,4,43,      ,61181KK01000,20260901,99991231,BRACKET  INSTRUMENT PANEL SIDE,0,,579W,1,0,481C,40, ,,0,11,17,30,40,TP331             ,96,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,61181KK02000,20230301,99991231,BRACKET  INSTRUMENT PANEL SIDE,0,,579W,1,0,482C,40, ,,35,10,35,26,0,TP331             ,101,40,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74405VT02000,20260501,20260531,CLAMP SUB-ASSY  BATTERY  NO.2,0,,874W,1,0,759E,18, ,,0,32,18,42,2,TP362             ,152,18,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74405VT02000,20260601,20260604,CLAMP SUB-ASSY  BATTERY  NO.2,0,,874W,1,0,759E,18, ,,0,32,18,42,4,TP362             ,152,18,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74405VT02000,20260605,20260731,CLAMP SUB-ASSY  BATTERY  NO.2,0,,874W,1,0,759E,18, ,,0,32,18,42,1,TP362             ,152,18,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74405VT02000,20260801,20260831,CLAMP SUB-ASSY  BATTERY  NO.2,0,,874W,1,0,759E,18, ,,0,32,18,28,0,TP362             ,152,18,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74405VT02000,20260901,99991231,CLAMP SUB-ASSY  BATTERY  NO.2,0,,874W,1,0,759E,18, ,,0,34,18,30,0,TP362             ,152,18,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715KKA3000,20260901,99991231,BRACKET  WIRING HARNESS CLAMP,0,,579W,1,0,912C,100, ,,0,25,10,30,0,TP331             ,16,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715KKA5000,20260501,20260630,BRACKET  WIRING HARNESS CLAMP,0,,578W,1,0,892H,100, ,,0,3,19,42,100,TP331             ,52,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715KKA5000,20260701,20260731,BRACKET  WIRING HARNESS CLAMP,0,,578W,1,0,892H,100, ,,0,3,19,42,0,TP331             ,52,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715KKA5000,20260801,20260831,BRACKET  WIRING HARNESS CLAMP,0,,578W,1,0,892H,100, ,,0,3,19,28,0,TP331             ,52,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74482VT02000,20260501,20260531,CLAMP  BATTERY  NO.2,0,,874W,1,0,760E,25, ,,0,32,18,42,3,TP361             ,125,25,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74482VT02000,20260601,20260604,CLAMP  BATTERY  NO.2,0,,874W,1,0,760E,25, ,,0,32,18,42,8,TP361             ,125,25,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74482VT02000,20260605,20260630,CLAMP  BATTERY  NO.2,0,,874W,1,0,760E,25, ,,0,32,18,42,1,TP361             ,125,25,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74482VT02000,20260701,20260731,CLAMP  BATTERY  NO.2,0,,874W,1,0,760E,25, ,,0,32,18,42,2,TP361             ,125,25,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74482VT02000,20260801,20260831,CLAMP  BATTERY  NO.2,0,,874W,1,0,760E,25, ,,0,32,18,28,1,TP361             ,125,25,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715KKA5000,20260901,99991231,BRACKET  WIRING HARNESS CLAMP,0,,578W,1,0,892H,100, ,,0,4,19,30,0,TP331             ,52,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,74482VT02000,20260901,99991231,CLAMP  BATTERY  NO.2,0,,874W,1,0,760E,25, ,,0,34,18,30,1,TP361             ,125,25,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715KKA6000,20260501,20260531,BRACKET  WIRING HARNESS CLAMP,0,,578W,1,0,893H,100, ,,0,8,11,42,10,TP332             ,27,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715KKA6000,20260601,20260630,BRACKET  WIRING HARNESS CLAMP,0,,578W,1,0,893H,100, ,,0,8,11,42,11,TP332             ,27,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT62000,20260605,20260630,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,775E,100, ,,0,48,9,42,1,TP331             ,46,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT62000,20260701,20260731,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,775E,100, ,,0,46,9,42,2,TP331             ,46,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT62000,20260801,20260831,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,775E,100, ,,0,42,9,28,1,TP331             ,46,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT03000,20260901,99991231,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,813E,200, ,,0,15,30,30,1,TP331             ,26,200,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT04000,20260501,20260531,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,814E,100, ,,0,5,30,42,101,TP331             ,36,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT04000,20260601,20260604,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,814E,100, ,,0,5,30,42,3,TP331             ,36,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT62000,20260901,99991231,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,775E,100, ,,0,49,9,30,1,TP331             ,46,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT63000,20260501,20260531,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,776E,40, ,,0,49,14,42,5,TP331             ,118,40,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT63000,20260601,20260604,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,776E,40, ,,0,49,14,42,12,TP331             ,118,40,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT63000,20260605,20260630,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,776E,40, ,,0,49,14,42,2,TP331             ,118,40,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT63000,20260701,20260731,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,776E,40, ,,0,48,14,42,3,TP331             ,118,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT63000,20260801,20260831,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,776E,40, ,,0,44,14,28,1,TP331             ,118,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT63000,20260901,99991231,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,776E,40, ,,0,49,14,30,1,TP331             ,118,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT04000,20260605,20260731,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,814E,100, ,,0,5,30,42,0,TP331             ,36,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,82715VT64000,20260501,20260531,BRACKET  WIRING HARNESS CLAMP,0,,874W,1,0,777E,100, ,,0,48,9,42,3,TP331             ,37,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,827150K82000,20260501,20260531,BRACKET  WIRING HARNESS CLAMP,0,ASSY IMV4  IMV5,272W 408W,1,0,2771,200, ,,0,0,38,42,200,TP331             ,26,200,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,827150K82000,20260601,20260604,BRACKET  WIRING HARNESS CLAMP,0,ASSY IMV4  IMV5,272W 408W,1,0,2771,200, ,,0,0,38,42,201,TP331             ,26,200,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT04000,20260801,20260831,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,814E,100, ,,0,5,30,28,100,TP331             ,36,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,827150K82000,20260605,20260630,BRACKET  WIRING HARNESS CLAMP,0,ASSY IMV4  IMV5,272W 408W,1,0,2771,200, ,,0,0,38,42,200,TP331             ,26,200,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,827150K82000,20260701,20260731,BRACKET  WIRING HARNESS CLAMP,0,ASSY IMV4  IMV5,272W 408W,1,0,2771,200, ,,0,0,37,42,200,TP331             ,26,200,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,827150K82000,20260801,20260831,BRACKET  WIRING HARNESS CLAMP,0,ASSY IMV4  IMV5,272W 408W,1,0,2771,200, ,,0,0,33,28,0,TP331             ,26,200,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT04000,20260901,99991231,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,814E,100, ,,0,15,30,30,100,TP331             ,36,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT08000,20260601,99991231,BRACKET  RADIO RECEIVER  A,0,,096J,1,0,18EB,120, ,,0,0,35,41,0,TP331             ,25,120,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86212VT03000,20260501,20260531,BRACKET  RADIO RECEIVER  B,0,,874W,1,0,815E,200, ,,0,5,30,42,202,TP331             ,26,200,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,827150K82000,20260901,99991231,BRACKET  WIRING HARNESS CLAMP,0,ASSY IMV4  IMV5,272W 408W,1,0,2771,200, ,,0,0,38,30,200,TP331             ,26,200,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86212VT03000,20260601,20260604,BRACKET  RADIO RECEIVER  B,0,,874W,1,0,815E,200, ,,0,5,30,42,5,TP331             ,26,200,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT03000,20260501,20260531,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,813E,200, ,,0,5,30,42,202,TP331             ,26,200,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT03000,20260601,20260604,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,813E,200, ,,0,5,30,42,5,TP331             ,26,200,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT03000,20260605,20260630,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,813E,200, ,,0,5,30,42,1,TP331             ,26,200,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT03000,20260701,20260731,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,813E,200, ,,0,5,30,42,2,TP331             ,26,200,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,86211VT03000,20260801,20260831,BRACKET  RADIO RECEIVER  A,0,,874W,1,0,813E,200, ,,0,5,30,28,1,TP331             ,26,200,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,89686F701000,20260605,20260630,BRACKET  BRAKE CONTROL PWR SUPPLY  NO.1,0,,874W,1,0,790E,25, ,,0,48,9,42,1,TP331             ,120,25,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,89686F701000,20260701,20260731,BRACKET  BRAKE CONTROL PWR SUPPLY  NO.1,0,,874W,1,0,790E,25, ,,0,46,9,42,2,TP331             ,120,25,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,89686F701000,20260801,20260831,BRACKET  BRAKE CONTROL PWR SUPPLY  NO.1,0,,874W,1,0,790E,25, ,,0,42,9,28,1,TP331             ,120,25,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K31000,20260701,20260731,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5901,40, ,,0,11,4,42,40,TP332             ,67,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,89686F701000,20260901,99991231,BRACKET  BRAKE CONTROL PWR SUPPLY  NO.1,0,,874W,1,0,790E,25, ,,0,49,9,30,1,TP331             ,120,25,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,89687F701000,20260501,20260531,BRACKET  BRAKE CONTROL PWR SUPPLY  NO.2,0,,874W,1,0,791E,25, ,,0,48,9,42,3,TP331             ,100,25,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,89687F701000,20260601,20260604,BRACKET  BRAKE CONTROL PWR SUPPLY  NO.2,0,,874W,1,0,791E,25, ,,0,48,9,42,8,TP331             ,100,25,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,89687F701000,20260605,20260630,BRACKET  BRAKE CONTROL PWR SUPPLY  NO.2,0,,874W,1,0,791E,25, ,,0,48,9,42,1,TP331             ,100,25,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,89687F701000,20260701,20260731,BRACKET  BRAKE CONTROL PWR SUPPLY  NO.2,0,,874W,1,0,791E,25, ,,0,46,9,42,2,TP331             ,100,25,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,89687F701000,20260801,20260831,BRACKET  BRAKE CONTROL PWR SUPPLY  NO.2,0,,874W,1,0,791E,25, ,,0,42,9,28,1,TP331             ,100,25,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5004,1,   ,807D,4,43,      ,89687F701000,20260901,99991231,BRACKET  BRAKE CONTROL PWR SUPPLY  NO.2,0,,874W,1,0,791E,25, ,,0,49,9,30,1,TP331             ,100,25,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K26000,20260501,20260731,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5885,40, ,,0,11,4,42,0,TP332             ,71,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K26000,20260801,20260831,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5885,40, ,,0,11,4,28,0,TP332             ,71,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K26000,20260901,99991231,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5885,40, ,,0,11,12,30,0,TP332             ,71,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K27000,20260501,20260531,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5886,40, ,,0,11,4,42,4,TP332             ,71,40,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K27000,20260601,20260604,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5886,40, ,,0,11,4,42,9,TP332             ,71,40,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K27000,20260605,20260731,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5886,40, ,,0,11,4,42,1,TP332             ,71,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K27000,20260801,20260831,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5886,40, ,,0,11,4,28,0,TP332             ,71,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K27000,20260901,99991231,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5886,40, ,,0,11,12,30,0,TP332             ,71,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K31000,20260501,20260531,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5901,40, ,,0,11,4,42,10,TP332             ,67,40,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5007,1,   ,807D,4,43,      ,896680K31000,20260601,20260630,BRACKET  ENGINE CONTROL COMPUTER  NO.2,0,,824W 867B,1,0,5901,40, ,,0,11,4,42,11,TP332             ,67,40,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5000,1,AP1,807D,4,43,      ,477810K24100,20260901,99991231,COVER  DISC BRAKE DUST  FR RH,0,,578W,1,0,549J,15, ,,0,0,38,30,0,TP362             ,530,15,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5000,1,AP1,807D,4,43,      ,477820K24100,20260501,20260630,COVER  DISC BRAKE DUST  FR LH,0,,578W,1,0,550J,15, ,,0,0,38,42,0,TP362             ,530,15,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5000,1,AP1,807D,4,43,      ,477810K24100,20260801,20260831,COVER  DISC BRAKE DUST  FR RH,0,,578W,1,0,549J,15, ,,0,0,33,28,0,TP362             ,530,15,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5000,1,AP1,807D,4,43,      ,477820K24100,20260701,20260731,COVER  DISC BRAKE DUST  FR LH,0,,578W,1,0,550J,15, ,,0,0,37,42,0,TP362             ,530,15,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5000,1,AP1,807D,4,43,      ,477820K24100,20260801,20260831,COVER  DISC BRAKE DUST  FR LH,0,,578W,1,0,550J,15, ,,0,0,33,28,0,TP362             ,530,15,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,473540K01000,20260801,20260831,BRACKET  FLEXIBLE HOSE  NO4,0,ASSY IMV5,272W 408W,1,0,2152,50, ,,0,3,24,28,50,TP331             ,50,50,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,473540K01000,20260901,99991231,BRACKET  FLEXIBLE HOSE  NO4,0,ASSY IMV5,272W 408W,1,0,2152,50, ,,0,4,24,30,50,TP331             ,50,50,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,48691KK01000,20260501,20260531,INSULATOR  UPR ARM BUSH  HEAT,0,,578W,1,0,261H,30, ,,0,3,19,42,2,TP362             ,268,30,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,48691KK01000,20260601,20260630,INSULATOR  UPR ARM BUSH  HEAT,0,,578W,1,0,261H,30, ,,0,3,19,42,1,TP362             ,268,30,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,48691KK01000,20260701,20260731,INSULATOR  UPR ARM BUSH  HEAT,0,,578W,1,0,261H,30, ,,0,3,19,42,6,TP362             ,268,30,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,48691KK01000,20260801,20260831,INSULATOR  UPR ARM BUSH  HEAT,0,,578W,1,0,261H,30, ,,0,3,19,28,30,TP362             ,268,30,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,48691KK01000,20260901,99991231,INSULATOR  UPR ARM BUSH  HEAT,0,,578W,1,0,261H,30, ,,0,4,19,30,0,TP362             ,268,30,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,521690K01000,20260501,20260531,BRACKET  RR BUMPER  CTR,0,ASSY IMV5,272W 408W,1,0,2153,100, ,,0,0,38,42,8,TP331             ,60,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,521690K01000,20260601,20260604,BRACKET  RR BUMPER  CTR,0,ASSY IMV5,272W 408W,1,0,2153,100, ,,0,0,38,42,17,TP331             ,60,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,521690K01000,20260605,20260630,BRACKET  RR BUMPER  CTR,0,ASSY IMV5,272W 408W,1,0,2153,100, ,,0,0,38,42,2,TP331             ,60,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,74451KK02000,20260901,99991231,BOLT  BATTERY CLAMP,0,,579W,1,0,689C,200, ,,0,34,18,30,0,TP331             ,29,200,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,521690K01000,20260701,20260731,BRACKET  RR BUMPER  CTR,0,ASSY IMV5,272W 408W,1,0,2153,100, ,,0,0,37,42,2,TP331             ,60,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,77209VT05000,20260501,20260531,BRACKET SUB-ASSY  FUEL VAPOR LIQUID SEP,0,,874W,1,0,745E,12, ,,0,8,19,42,3,TP332             ,200,12,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,521690K01000,20260801,20260831,BRACKET  RR BUMPER  CTR,0,ASSY IMV5,272W 408W,1,0,2153,100, ,,0,0,33,28,100,TP331             ,60,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,521690K01000,20260901,99991231,BRACKET  RR BUMPER  CTR,0,ASSY IMV5,272W 408W,1,0,2153,100, ,,0,0,38,30,100,TP331             ,60,100,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,525330K02000,20110726,99991231,BRACKET  FR BUMPER RETAINER  NO.1,0,,408W,1,0,3865,100, ,,29,10,29,97,0,                  ,34,100,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,534510K01000,20110726,99991231,ROD  HOOD SUPPORT,0,ASSY IMV5,272W 408W,1,0,2181,50, ,,29,85,58,15,0,TP362             ,158,50,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,58995KK02000,20260501,20260531,BRACKET  CONSOLE BOX MOUNTING  NO.1,0,,579W,1,0,479C,40, ,,0,32,18,42,1,TP332             ,133,40,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,58995KK02000,20260601,20260604,BRACKET  CONSOLE BOX MOUNTING  NO.1,0,,579W,1,0,479C,40, ,,0,32,18,42,3,TP332             ,133,40,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,58995KK02000,20260605,20260731,BRACKET  CONSOLE BOX MOUNTING  NO.1,0,,579W,1,0,479C,40, ,,0,32,18,42,0,TP332             ,133,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,58995KK02000,20260801,20260831,BRACKET  CONSOLE BOX MOUNTING  NO.1,0,,579W,1,0,479C,40, ,,0,32,18,28,40,TP332             ,133,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,58995KK02000,20260901,99991231,BRACKET  CONSOLE BOX MOUNTING  NO.1,0,,579W,1,0,479C,40, ,,0,34,18,30,40,TP332             ,133,40,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,74451KK01000,20260501,20260531,BOLT  BATTERY CLAMP,0,,579W,1,0,688C,200, ,,0,32,18,42,4,TP331             ,37,200,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,74451KK01000,20260601,20260604,BOLT  BATTERY CLAMP,0,,579W,1,0,688C,200, ,,0,32,18,42,9,TP331             ,37,200,            ,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,74451KK01000,20260605,20260731,BOLT  BATTERY CLAMP,0,,579W,1,0,688C,200, ,,0,32,18,42,1,TP331             ,37,200,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,74451KK01000,20260801,20260831,BOLT  BATTERY CLAMP,0,,579W,1,0,688C,200, ,,0,32,18,28,0,TP331             ,37,200,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
5002,1,   ,807D,4,43,      ,74451KK01000,20260901,99991231,BOLT  BATTERY CLAMP,0,,579W,1,0,688C,200, ,,0,34,18,30,0,TP331             ,37,200,202608310700,PS06542         ,01-SEP-26,PS06542         ,01-SEP-26,   
